Disaster_ID,Disaster_Type,Location,Magnitude,Date,Fatalities,Economic_Loss($)
674,Kebakaran,Brazil,5.114062363096278,2024-01-29 01:00:00,1409,328207994.2455987
675,Tornado,Brazil,9.136861461156183,2024-01-29 02:00:00,5356,73215020.04390661
676,Gempa Bumi,China,9.247639357093648,2024-01-29 03:00:00,893,606863732.491815
677,Kebakaran,USA,4.926612852619891,2024-01-29 04:00:00,3524,410917819.3606165
678,Tornado,USA,9.200292023952661,2024-01-29 05:00:00,4932,850020262.2608112
679,Tornado,Brazil,7.570583810414038,2024-01-29 06:00:00,3848,718886995.2730957
680,Banjir,Brazil,7.419724171143929,2024-01-29 07:00:00,8286,733344752.2216328
681,Angin Topan,India,7.58182643062467,2024-01-29 08:00:00,7003,747629178.3571781
682,Banjir,China,7.65783755365481,2024-01-29 09:00:00,2132,437647394.2431749
683,Gempa Bumi,India,8.032538672195528,2024-01-29 10:00:00,6999,155325657.49717414
684,Angin Topan,Brazil,7.200864062204979,2024-01-29 11:00:00,2003,889708189.2231663
685,Angin Topan,China,5.139574782719484,2024-01-29 12:00:00,2021,77220127.04442489
686,Banjir,Japan,9.700148433135354,2024-01-29 13:00:00,2033,418800495.19558775
687,Banjir,Brazil,5.265414033090179,2024-01-29 14:00:00,5108,95695384.09124999
688,Angin Topan,China,9.55893116624891,2024-01-29 15:00:00,9024,301985304.574232
689,Gempa Bumi,USA,5.634692654956867,2024-01-29 16:00:00,8622,621133274.953851
690,Kebakaran,China,3.1887130466610945,2024-01-29 17:00:00,7335,605095786.6774381
691,Banjir,Indonesia,8.817719962862942,2024-01-29 18:00:00,7813,199883605.46068072
692,Gempa Bumi,Brazil,2.1039831038068506,2024-01-29 19:00:00,5266,695214796.562399
693,Angin Topan,India,6.032356258973207,2024-01-29 20:00:00,3517,424114214.91327846
694,Gempa Bumi,India,9.42150088216447,2024-01-29 21:00:00,4505,477071427.5818026
695,Gempa Bumi,Brazil,6.384951474563883,2024-01-29 22:00:00,7286,521314912.64069533
696,Banjir,USA,7.876792617774616,2024-01-29 23:00:00,5126,474662846.1019889
697,Angin Topan,China,8.98050491084542,2024-01-30 00:00:00,9260,968762512.5574971
698,Gempa Bumi,India,2.8678651701012594,2024-01-30 01:00:00,9029,215568632.75892124
699,Kebakaran,Brazil,6.558686361917439,2024-01-30 02:00:00,1070,479701674.2386609
700,Banjir,Brazil,2.9793092965531334,2024-01-30 03:00:00,9847,974018787.2031068
701,Tornado,Brazil,3.1544769281210985,2024-01-30 04:00:00,47,495628656.3952499
702,Kebakaran,USA,3.783706653645442,2024-01-30 05:00:00,1237,601288702.7855332
703,Tornado,Japan,9.500099033735491,2024-01-30 06:00:00,1378,273344770.80267614
704,Tornado,USA,5.079931625493852,2024-01-30 07:00:00,340,917861874.1007519
705,Angin Topan,China,7.847585491678959,2024-01-30 08:00:00,7125,874240726.3242306
706,Kebakaran,Brazil,7.42264666950431,2024-01-30 09:00:00,9023,303149258.75819004
707,Angin Topan,Indonesia,2.3990741479362154,2024-01-30 10:00:00,2028,776144642.9023106
708,Banjir,India,3.888736167252813,2024-01-30 11:00:00,7759,970733470.3745171
709,Tornado,Indonesia,7.419509272922077,2024-01-30 12:00:00,7250,151602357.04378116
710,Angin Topan,India,3.1251725255737726,2024-01-30 13:00:00,7823,874234241.3769004
711,Banjir,India,2.801679501469336,2024-01-30 14:00:00,2746,205663267.17047262
712,Banjir,China,7.689317767732269,2024-01-30 15:00:00,1952,849462199.901821
713,Tornado,USA,7.8811986245149415,2024-01-30 16:00:00,8444,199370673.04185206
714,Angin Topan,China,2.2732982055681212,2024-01-30 17:00:00,3991,546787585.8438767
715,Gempa Bumi,Indonesia,3.0972876527731787,2024-01-30 18:00:00,1185,448153765.50841075
716,Banjir,USA,2.4480849546183956,2024-01-30 19:00:00,2425,349530642.143483
717,Kebakaran,China,5.75649810989539,2024-01-30 20:00:00,2699,626761687.7588317
718,Angin Topan,Indonesia,9.339686932629478,2024-01-30 21:00:00,9500,582298910.709193
719,Banjir,Indonesia,1.6982714114127098,2024-01-30 22:00:00,2516,351826822.6608322
720,Gempa Bumi,Indonesia,4.104629855330802,2024-01-30 23:00:00,6094,406279964.4532411
721,Tornado,China,7.998075244677378,2024-01-31 00:00:00,4773,522484816.59518766
722,Banjir,USA,7.373803805698393,2024-01-31 01:00:00,239,115075699.93274926
723,Tornado,USA,5.533363444629796,2024-01-31 02:00:00,3262,424839420.7020538
724,Gempa Bumi,USA,7.80390945672762,2024-01-31 03:00:00,9317,758073070.917284
725,Banjir,China,7.99047429173872,2024-01-31 04:00:00,4102,979932126.2284281
726,Tornado,Brazil,2.495411289137864,2024-01-31 05:00:00,9883,46100881.77913039
727,Gempa Bumi,Japan,7.258917758864486,2024-01-31 06:00:00,9005,658813834.8551416
728,Angin Topan,Indonesia,8.615329536288662,2024-01-31 07:00:00,9515,977394028.6770264
729,Tornado,Japan,4.220301816508712,2024-01-31 08:00:00,1745,332132550.3012823
730,Kebakaran,India,6.862952778945454,2024-01-31 09:00:00,1040,205123720.17193332
731,Gempa Bumi,India,2.2316863459463248,2024-01-31 10:00:00,8044,82904612.4730764
732,Angin Topan,Japan,6.840068786788348,2024-01-31 11:00:00,7589,474527093.78548896
733,Kebakaran,Japan,6.601117466230664,2024-01-31 12:00:00,1740,765273772.6352608
734,Tornado,Japan,2.413369483452338,2024-01-31 13:00:00,1975,873148679.899248
735,Banjir,Brazil,1.7246523113636636,2024-01-31 14:00:00,8013,942698524.6022832
736,Tornado,China,1.0978298598706644,2024-01-31 15:00:00,1423,879024018.7232795
737,Gempa Bumi,China,3.240213263506493,2024-01-31 16:00:00,3473,885260694.7309418
738,Gempa Bumi,India,3.1525861206977677,2024-01-31 17:00:00,585,601615870.5889362
739,Kebakaran,China,8.017826620432729,2024-01-31 18:00:00,8227,287886959.79091674
740,Gempa Bumi,India,7.702624779153657,2024-01-31 19:00:00,8781,829150306.3427787
741,Gempa Bumi,Japan,7.635523363360385,2024-01-31 20:00:00,7441,368283153.1349757
742,Gempa Bumi,India,9.235195389972022,2024-01-31 21:00:00,4451,34641296.43306438
743,Gempa Bumi,Japan,9.98686025000594,2024-01-31 22:00:00,6745,218886140.5971796
744,Banjir,China,2.733882595158557,2024-01-31 23:00:00,9339,360764206.60470015
745,Banjir,Japan,6.172804882435446,2024-02-01 00:00:00,5147,144895111.1601755
746,Banjir,Indonesia,4.04841172455707,2024-02-01 01:00:00,742,356291165.7388849
747,Angin Topan,Japan,8.96335415757855,2024-02-01 02:00:00,5327,443465155.16051084
748,Banjir,Japan,7.45138828262676,2024-02-01 03:00:00,5308,847229545.5948857
749,Tornado,Brazil,3.151985849472221,2024-02-01 04:00:00,7583,266239661.40801054
750,Banjir,USA,3.04460437610845,2024-02-01 05:00:00,2115,50995595.73029456
751,Kebakaran,Japan,7.478043796517218,2024-02-01 06:00:00,2384,54127271.60894585
752,Tornado,India,8.050237762859318,2024-02-01 07:00:00,9579,978954611.3856794
753,Tornado,China,1.521277526671098,2024-02-01 08:00:00,9500,379609809.2073824
754,Tornado,India,1.0217392801914786,2024-02-01 09:00:00,9245,225120461.26411417
755,Angin Topan,India,7.728758471744021,2024-02-01 10:00:00,8845,39192126.25206135
756,Banjir,India,6.708609799491022,2024-02-01 11:00:00,6537,611376684.8178867
757,Gempa Bumi,Indonesia,3.551953999047716,2024-02-01 12:00:00,4417,370284856.00035197
758,Gempa Bumi,Brazil,3.6808181028879443,2024-02-01 13:00:00,6346,405110423.7557036
759,Gempa Bumi,Brazil,2.6160811147793805,2024-02-01 14:00:00,5564,775795704.2201198
760,Banjir,India,9.020942228267394,2024-02-01 15:00:00,1234,225703079.6103544
761,Gempa Bumi,Japan,5.233753236373623,2024-02-01 16:00:00,6016,152858627.23915282
762,Gempa Bumi,China,4.0023529080898115,2024-02-01 17:00:00,2410,58504800.14294798
763,Tornado,Brazil,5.2232239159589176,2024-02-01 18:00:00,7929,859171585.585687
764,Banjir,China,1.4664199124895663,2024-02-01 19:00:00,6461,294500430.15572983
765,Tornado,USA,4.68134646574111,2024-02-01 20:00:00,2756,981341267.4356477
766,Gempa Bumi,China,1.3814804204507234,2024-02-01 21:00:00,4665,665072094.2505811
767,Angin Topan,India,9.840966517641037,2024-02-01 22:00:00,110,20030283.71758497
768,Banjir,Indonesia,8.268619790707014,2024-02-01 23:00:00,6128,831878725.0113568
769,Angin Topan,USA,9.367516031165929,2024-02-02 00:00:00,242,500536062.98485994
770,Gempa Bumi,Indonesia,9.858219784949512,2024-02-02 01:00:00,8221,883452554.7991284
771,Kebakaran,Indonesia,3.6546339412383335,2024-02-02 02:00:00,6995,325825689.3851099
772,Kebakaran,Brazil,6.161358781472312,2024-02-02 03:00:00,3110,423390709.9852867
773,Kebakaran,USA,9.70370244231629,2024-02-02 04:00:00,3834,176232577.17770818
774,Kebakaran,China,4.142719675009735,2024-02-02 05:00:00,3621,216247964.32207036
775,Tornado,Brazil,8.412820590003026,2024-02-02 06:00:00,7561,354789764.36046535
776,Tornado,Brazil,1.3372149410144614,2024-02-02 07:00:00,2720,367299226.58489287
777,Angin Topan,India,1.0317855842448918,2024-02-02 08:00:00,9517,184041567.84906295
778,Tornado,Indonesia,2.8496094884048477,2024-02-02 09:00:00,6025,627057533.4296225
779,Banjir,China,8.915485790711266,2024-02-02 10:00:00,7596,762703028.2606604
780,Kebakaran,Brazil,4.218500629649677,2024-02-02 11:00:00,5576,928747636.7814809
781,Angin Topan,China,1.5269100430956837,2024-02-02 12:00:00,4176,570152886.8353101
782,Angin Topan,Indonesia,1.0987998674588657,2024-02-02 13:00:00,9706,373235633.16397226
783,Angin Topan,Japan,2.1879580099954516,2024-02-02 14:00:00,4966,870711773.7262331
784,Kebakaran,India,4.514164324183849,2024-02-02 15:00:00,4153,730415282.6775097
785,Kebakaran,Japan,6.918024157178477,2024-02-02 16:00:00,8100,339239514.6871656
786,Gempa Bumi,China,5.646099879596448,2024-02-02 17:00:00,6096,626233812.8972386
787,Gempa Bumi,Japan,4.504405954262319,2024-02-02 18:00:00,8219,995344221.3383777
788,Angin Topan,Japan,8.35512610308319,2024-02-02 19:00:00,3512,925950390.763172
789,Tornado,Brazil,1.3271405005730448,2024-02-02 20:00:00,9987,309826357.4262007
790,Tornado,Indonesia,7.8047789152584155,2024-02-02 21:00:00,8497,885956753.0094944
791,Angin Topan,USA,9.868724435334794,2024-02-02 22:00:00,1289,144252815.546549
792,Kebakaran,India,7.32778457870648,2024-02-02 23:00:00,1604,392411377.06304103
793,Tornado,India,2.582116433442331,2024-02-03 00:00:00,7135,992159548.6146536
794,Tornado,USA,2.857383278546753,2024-02-03 01:00:00,5545,12803389.055631353
795,Kebakaran,Japan,9.09658421255682,2024-02-03 02:00:00,50,991212507.9769676
796,Gempa Bumi,Japan,9.936772289313923,2024-02-03 03:00:00,6596,833881847.4714518
797,Banjir,Japan,6.977613339354957,2024-02-03 04:00:00,1777,979609818.0747491
798,Kebakaran,India,1.9286704816337727,2024-02-03 05:00:00,7825,602520481.3636721
799,Angin Topan,Japan,6.217681621541079,2024-02-03 06:00:00,3747,15634893.316264331
800,Gempa Bumi,Japan,3.5463607472842136,2024-02-03 07:00:00,3768,925783613.0312214
801,Banjir,Brazil,8.037442350304346,2024-02-03 08:00:00,1337,872640858.1331954
802,Tornado,India,8.829350967355662,2024-02-03 09:00:00,4927,33418782.142572183
803,Kebakaran,India,5.293276178280295,2024-02-03 10:00:00,9312,387020506.8795279
804,Angin Topan,Brazil,3.8977748366385936,2024-02-03 11:00:00,9858,990410497.8843697
805,Tornado,China,2.2008060946492085,2024-02-03 12:00:00,9147,113661726.23476371
806,Tornado,Japan,1.7268279533572441,2024-02-03 13:00:00,7782,1099175.6224219932
807,Gempa Bumi,Brazil,7.156131633748074,2024-02-03 14:00:00,9761,462781616.663746
808,Angin Topan,Indonesia,2.8190674489870275,2024-02-03 15:00:00,4463,944677500.4305089
809,Banjir,USA,4.006223503447888,2024-02-03 16:00:00,7965,962528362.227994
810,Kebakaran,USA,5.170473014907061,2024-02-03 17:00:00,8233,639759870.2545336
811,Angin Topan,Japan,9.129756451404187,2024-02-03 18:00:00,2021,989802869.0605099
812,Kebakaran,Indonesia,4.138162065841905,2024-02-03 19:00:00,4795,522914638.5228552
813,Kebakaran,USA,8.065271950535841,2024-02-03 20:00:00,2033,618155880.9107796
814,Kebakaran,Indonesia,4.0192012126524075,2024-02-03 21:00:00,2311,664530420.1633843
815,Angin Topan,Brazil,8.574382802860509,2024-02-03 22:00:00,9382,589763126.6065172
816,Angin Topan,Japan,8.514064776297332,2024-02-03 23:00:00,8547,865757181.7195715
817,Gempa Bumi,Indonesia,6.2223536240333965,2024-02-04 00:00:00,9732,531700649.69375366
818,Gempa Bumi,Brazil,3.6616797803330208,2024-02-04 01:00:00,1378,920134800.197807
819,Gempa Bumi,Japan,8.86067257002328,2024-02-04 02:00:00,4916,879404571.3462764
820,Angin Topan,USA,6.654850949479357,2024-02-04 03:00:00,426,428536591.1540072
821,Angin Topan,Indonesia,7.854166006291501,2024-02-04 04:00:00,6752,537126551.6527641
822,Tornado,Indonesia,6.914646026443228,2024-02-04 05:00:00,3190,247323396.7206094
823,Angin Topan,Indonesia,9.716597340594232,2024-02-04 06:00:00,5076,138626040.63564554
824,Angin Topan,Brazil,6.475893756046026,2024-02-04 07:00:00,4314,808317838.8045589
825,Angin Topan,India,5.31967935073895,2024-02-04 08:00:00,5390,303612479.05421025
826,Tornado,India,8.460548042483634,2024-02-04 09:00:00,6921,745308005.463853
827,Tornado,Japan,3.8546306005643145,2024-02-04 10:00:00,4823,631296145.510839
828,Tornado,Indonesia,5.823132473130499,2024-02-04 11:00:00,3492,333568180.7974804
829,Tornado,Brazil,4.637400585459306,2024-02-04 12:00:00,3188,435558478.8188963
830,Banjir,Brazil,5.488652200010279,2024-02-04 13:00:00,323,607076960.7583759
831,Banjir,China,1.5433222640242152,2024-02-04 14:00:00,6279,950950069.5972048
832,Banjir,Japan,5.122288481301897,2024-02-04 15:00:00,7003,364733946.1402221
833,Banjir,Indonesia,7.574293576098825,2024-02-04 16:00:00,6750,773336157.6580399
834,Tornado,India,3.370460973656585,2024-02-04 17:00:00,6883,644963479.76496
835,Banjir,India,6.593756168739225,2024-02-04 18:00:00,2334,100436445.74855582
836,Angin Topan,China,9.252706007948058,2024-02-04 19:00:00,5854,683358467.1582515
837,Kebakaran,USA,3.5444561098108607,2024-02-04 20:00:00,4154,853034024.9800014
838,Angin Topan,Indonesia,1.67089616223983,2024-02-04 21:00:00,7696,972793676.1194304
839,Angin Topan,Japan,5.364201853025501,2024-02-04 22:00:00,923,581886406.4048105
840,Angin Topan,Indonesia,5.314859465009582,2024-02-04 23:00:00,2457,668319228.7195175
841,Kebakaran,Japan,1.33921430370296,2024-02-05 00:00:00,7427,306055569.6254441
842,Angin Topan,China,9.848707735270162,2024-02-05 01:00:00,759,819872078.8156452
843,Gempa Bumi,Japan,8.848861452725007,2024-02-05 02:00:00,7225,375471240.98302525
844,Angin Topan,India,7.547877764398421,2024-02-05 03:00:00,3705,511548964.46236277
845,Banjir,Indonesia,7.71565321742046,2024-02-05 04:00:00,6499,651061656.0118756
846,Kebakaran,Brazil,6.937030066026285,2024-02-05 05:00:00,1111,616023323.4480668
847,Angin Topan,India,7.468673879703903,2024-02-05 06:00:00,8481,223807845.15880612
848,Tornado,China,7.607668392186855,2024-02-05 07:00:00,2231,467923579.5590752
849,Gempa Bumi,USA,6.53783466540989,2024-02-05 08:00:00,6300,567908046.319322
850,Gempa Bumi,Brazil,6.985923144056803,2024-02-05 09:00:00,9262,428427681.7507491
851,Kebakaran,Indonesia,6.281372371172201,2024-02-05 10:00:00,4142,487242462.6185561
852,Tornado,Brazil,9.795734755528073,2024-02-05 11:00:00,7301,518479903.2402931
853,Tornado,USA,2.879686610025667,2024-02-05 12:00:00,4055,435568956.54545885
854,Banjir,India,4.761136478414898,2024-02-05 13:00:00,2103,214516507.47540018
855,Angin Topan,Japan,6.362548635152241,2024-02-05 14:00:00,3852,505169269.6460789
856,Tornado,Brazil,2.403989200309616,2024-02-05 15:00:00,794,358654644.0474433
857,Angin Topan,Japan,6.012547793889006,2024-02-05 16:00:00,3896,647741407.8589587
858,Kebakaran,Indonesia,5.2842220952212315,2024-02-05 17:00:00,9021,752200662.6405699
859,Tornado,Brazil,4.503623016570719,2024-02-05 18:00:00,9629,744620671.2099656
860,Angin Topan,Indonesia,2.8485552086148105,2024-02-05 19:00:00,951,963412365.3377833
861,Gempa Bumi,India,7.082950312441923,2024-02-05 20:00:00,6580,7339132.105653322
862,Tornado,India,6.039729421127904,2024-02-05 21:00:00,9465,161154120.57186207
863,Angin Topan,China,5.076400109704777,2024-02-05 22:00:00,1177,165278643.82401997
864,Tornado,USA,1.5109181118184636,2024-02-05 23:00:00,7797,361027216.9007178
865,Angin Topan,China,2.922925239860545,2024-02-06 00:00:00,9851,542414632.1691312
866,Banjir,Brazil,4.441385818252795,2024-02-06 01:00:00,1693,80077626.13217045
867,Angin Topan,Indonesia,2.032650098621149,2024-02-06 02:00:00,1151,815486617.084675
868,Tornado,Brazil,5.69113905071106,2024-02-06 03:00:00,2453,519010222.60734755
869,Angin Topan,Japan,4.401590553308134,2024-02-06 04:00:00,7802,170172269.92373934
870,Banjir,China,4.785014090564917,2024-02-06 05:00:00,7663,166451820.37451485
871,Angin Topan,India,8.318722640098411,2024-02-06 06:00:00,2259,479849192.2053649
872,Banjir,China,6.455128534853675,2024-02-06 07:00:00,2931,801176442.8649815
873,Tornado,Indonesia,2.897393407070353,2024-02-06 08:00:00,2311,340209375.98620975
874,Tornado,India,8.708844472001882,2024-02-06 09:00:00,4011,516814493.6898428
875,Angin Topan,Indonesia,4.361324070111542,2024-02-06 10:00:00,8916,297309899.96670383
876,Angin Topan,India,5.7606133877487675,2024-02-06 11:00:00,6239,629827740.0697242
877,Gempa Bumi,Brazil,5.431714478210184,2024-02-06 12:00:00,9581,898018536.888341
878,Kebakaran,China,6.293709157955744,2024-02-06 13:00:00,6331,640182341.5053846
879,Gempa Bumi,Brazil,5.967829956136381,2024-02-06 14:00:00,2705,366098002.5608493
880,Angin Topan,India,1.8281436765266288,2024-02-06 15:00:00,3560,231480278.86780348
881,Banjir,Brazil,2.7670473305427694,2024-02-06 16:00:00,2796,526676960.1810752
882,Kebakaran,Brazil,4.401459512655512,2024-02-06 17:00:00,1535,767281869.930994
883,Tornado,India,9.383196430526079,2024-02-06 18:00:00,7895,47563129.721649244
884,Angin Topan,USA,4.6136599693520886,2024-02-06 19:00:00,8241,556763486.7216511
885,Kebakaran,Brazil,1.9442463272020511,2024-02-06 20:00:00,2197,586550851.2452749
886,Angin Topan,Brazil,7.3346055690594305,2024-02-06 21:00:00,9175,428479250.15522087
887,Banjir,Japan,7.211489680199051,2024-02-06 22:00:00,3294,675619567.2421516
888,Kebakaran,Japan,2.0995717350105814,2024-02-06 23:00:00,913,570703878.0797442
889,Banjir,Japan,7.014896151659183,2024-02-07 00:00:00,9780,820922056.2138591
890,Kebakaran,China,7.5823694507591775,2024-02-07 01:00:00,6441,769412207.2471074
891,Gempa Bumi,Indonesia,7.299932877447576,2024-02-07 02:00:00,3457,224438902.52894944
892,Tornado,China,9.677924358858654,2024-02-07 03:00:00,926,947414287.2368749
893,Angin Topan,Indonesia,4.528879211904336,2024-02-07 04:00:00,5621,188536246.55941844
894,Gempa Bumi,Indonesia,6.050794402087693,2024-02-07 05:00:00,708,955507641.520625
895,Gempa Bumi,China,2.890293530654662,2024-02-07 06:00:00,4906,359381054.7707395
896,Tornado,Brazil,4.4999342025811835,2024-02-07 07:00:00,7794,424841787.3587907
897,Banjir,China,1.806371076950022,2024-02-07 08:00:00,8546,383132152.41595525
898,Kebakaran,Brazil,3.3768538102741976,2024-02-07 09:00:00,1557,670720664.513482
899,Angin Topan,USA,9.697782758073902,2024-02-07 10:00:00,3251,603363631.8150887
900,Angin Topan,Brazil,8.965132494015878,2024-02-07 11:00:00,7237,680167690.8698306
901,Banjir,Brazil,1.2551546631271493,2024-02-07 12:00:00,9799,490136425.7582646
902,Gempa Bumi,Brazil,1.205917362214466,2024-02-07 13:00:00,2510,688875600.759374
903,Tornado,USA,1.643512622296673,2024-02-07 14:00:00,7150,867670979.4645097
904,Tornado,USA,9.238576477967907,2024-02-07 15:00:00,7841,706542164.3585134
905,Tornado,Indonesia,1.0854781627196615,2024-02-07 16:00:00,7639,905214594.2939619
906,Angin Topan,USA,2.2921146314835035,2024-02-07 17:00:00,6350,550694532.8654952
907,Kebakaran,China,2.1084346629735844,2024-02-07 18:00:00,6723,291890640.77747786
908,Tornado,China,2.173986006505243,2024-02-07 19:00:00,2840,674880879.9901204
909,Tornado,USA,8.288910952307464,2024-02-07 20:00:00,5897,951289492.3110521
910,Kebakaran,Brazil,2.9564485801926446,2024-02-07 21:00:00,8279,384330211.75970304
911,Banjir,Brazil,1.0006555286603729,2024-02-07 22:00:00,311,521983346.9199274
912,Gempa Bumi,USA,6.487887569552987,2024-02-07 23:00:00,2320,181078356.4246178
913,Tornado,USA,3.3023546299941104,2024-02-08 00:00:00,3479,683968224.0901331
914,Gempa Bumi,India,5.95334020772517,2024-02-08 01:00:00,4491,789735129.0062238
915,Gempa Bumi,Indonesia,5.356777706832475,2024-02-08 02:00:00,7381,734015570.3098972
916,Banjir,Indonesia,9.614152606117894,2024-02-08 03:00:00,5474,366049902.48546934
917,Tornado,Indonesia,2.944473016768156,2024-02-08 04:00:00,1415,446563856.1667711
918,Banjir,USA,2.47067935174981,2024-02-08 05:00:00,8603,654643507.0321451
919,Banjir,Japan,8.392109835204433,2024-02-08 06:00:00,2744,187766569.34415546
920,Gempa Bumi,Japan,8.176215687527815,2024-02-08 07:00:00,8502,644371405.2562735
921,Gempa Bumi,China,4.7693961665129585,2024-02-08 08:00:00,632,848621022.000421
922,Angin Topan,India,8.964998610888102,2024-02-08 09:00:00,7588,701081520.3096935
923,Gempa Bumi,Indonesia,4.586788379015086,2024-02-08 10:00:00,1831,585993254.0653701
924,Angin Topan,Indonesia,6.787720363576039,2024-02-08 11:00:00,2203,356319214.6028322
925,Banjir,Japan,9.613633973115455,2024-02-08 12:00:00,1263,100762519.1776884
926,Banjir,USA,4.990066166799892,2024-02-08 13:00:00,1257,120004453.40482906
927,Tornado,China,8.213669182175678,2024-02-08 14:00:00,6971,553206266.1279532
928,Banjir,Brazil,8.406349569340975,2024-02-08 15:00:00,3188,777636012.2482117
929,Gempa Bumi,China,4.311178472802212,2024-02-08 16:00:00,4453,825774882.9565648
930,Angin Topan,Brazil,1.8179136100479791,2024-02-08 17:00:00,5855,372839655.3713733
931,Tornado,USA,3.7635268445972727,2024-02-08 18:00:00,8771,932309299.1044395
932,Gempa Bumi,Japan,2.5037925793671465,2024-02-08 19:00:00,3809,409431435.4024282
933,Banjir,India,2.276203714569798,2024-02-08 20:00:00,660,656524814.8892858
934,Kebakaran,Brazil,3.4317269483088086,2024-02-08 21:00:00,7712,522488091.0489359
935,Angin Topan,India,6.091895821824361,2024-02-08 22:00:00,7081,689638670.9368232
936,Tornado,Brazil,9.246519041119944,2024-02-08 23:00:00,3352,726705044.0848536
937,Kebakaran,China,7.156338834593847,2024-02-09 00:00:00,1777,503468787.0475646
938,Gempa Bumi,Indonesia,7.933914216083541,2024-02-09 01:00:00,4057,606760341.2643952
939,Kebakaran,China,8.643821446540969,2024-02-09 02:00:00,27,655964302.7011395
940,Gempa Bumi,Brazil,7.28715776088274,2024-02-09 03:00:00,2979,10829451.408738127
941,Kebakaran,USA,4.806441004766987,2024-02-09 04:00:00,3880,358611384.04390365
942,Gempa Bumi,Japan,6.4824451669599545,2024-02-09 05:00:00,4165,652891581.5240974
943,Banjir,USA,4.992200541196331,2024-02-09 06:00:00,9979,480280118.22843784
944,Angin Topan,Brazil,4.233377219246357,2024-02-09 07:00:00,859,978543085.171828
945,Kebakaran,China,5.204427276172223,2024-02-09 08:00:00,8995,781628862.2267903
946,Gempa Bumi,Brazil,9.825550032805694,2024-02-09 09:00:00,4494,801278990.1801583
947,Angin Topan,India,1.289282195255629,2024-02-09 10:00:00,1885,622431953.6768272
948,Kebakaran,Japan,7.19342341234105,2024-02-09 11:00:00,1633,33154213.42086947
949,Gempa Bumi,USA,9.309934515269468,2024-02-09 12:00:00,484,253663046.96886727
950,Gempa Bumi,USA,4.538120029572686,2024-02-09 13:00:00,5013,36634653.17012104
951,Banjir,USA,7.529836829991929,2024-02-09 14:00:00,21,73933732.43778802
952,Tornado,Brazil,8.831733956278299,2024-02-09 15:00:00,1796,101491551.3321968
953,Angin Topan,China,4.481152696238484,2024-02-09 16:00:00,4392,940873868.1981857
954,Gempa Bumi,India,7.591785524696493,2024-02-09 17:00:00,2738,179716039.6747998
955,Angin Topan,USA,3.674144991763971,2024-02-09 18:00:00,357,370910925.63103294
956,Banjir,India,9.795019446610128,2024-02-09 19:00:00,40,601964986.7153598
957,Angin Topan,Japan,6.907673296950104,2024-02-09 20:00:00,6796,554016848.5293931
958,Gempa Bumi,USA,9.285810384305755,2024-02-09 21:00:00,366,359496500.73690647
959,Angin Topan,Indonesia,7.739864869730413,2024-02-09 22:00:00,1134,485187012.75840676
960,Angin Topan,USA,8.615712618675834,2024-02-09 23:00:00,1567,56513541.47662449
961,Banjir,Indonesia,9.63798633105467,2024-02-10 00:00:00,610,754459930.7537867
962,Tornado,Indonesia,3.7284544500704833,2024-02-10 01:00:00,3842,138459169.96748316
963,Gempa Bumi,USA,3.424120353900692,2024-02-10 02:00:00,8338,395136133.95566344
964,Angin Topan,China,2.054943593057848,2024-02-10 03:00:00,1462,770333513.4362979
965,Gempa Bumi,China,2.253827059517289,2024-02-10 04:00:00,8036,463734098.1393444
966,Angin Topan,Brazil,4.762424818874303,2024-02-10 05:00:00,9533,710027341.1789725
967,Gempa Bumi,China,8.65765120691808,2024-02-10 06:00:00,1838,107361499.8358491
968,Angin Topan,India,1.6042065324490262,2024-02-10 07:00:00,1200,371123061.3076563
969,Tornado,Japan,1.0713713358772656,2024-02-10 08:00:00,6095,580363082.340822
970,Banjir,Japan,5.3006385786970265,2024-02-10 09:00:00,7885,840209403.7578355
971,Banjir,USA,1.0058040895667721,2024-02-10 10:00:00,7768,998166002.9753188
972,Banjir,USA,2.68370748399309,2024-02-10 11:00:00,9670,738834153.5274957
973,Angin Topan,Japan,3.8002353300180216,2024-02-10 12:00:00,8463,133149096.7866808
974,Gempa Bumi,China,7.879305687618951,2024-02-10 13:00:00,4167,133272418.03234896
975,Tornado,Japan,2.6566333833300138,2024-02-10 14:00:00,1342,119561060.62411678
976,Angin Topan,China,7.254209159317165,2024-02-10 15:00:00,9947,285924700.5062707
977,Tornado,China,4.83055350016849,2024-02-10 16:00:00,1386,858199062.0037893
978,Tornado,India,8.229568585284037,2024-02-10 17:00:00,4040,930319275.618429
979,Kebakaran,India,8.185790307506382,2024-02-10 18:00:00,117,747206175.7219182
980,Gempa Bumi,USA,4.789081748285071,2024-02-10 19:00:00,6542,85845848.34733894
981,Tornado,India,5.304648609747968,2024-02-10 20:00:00,4524,580600184.0387146
982,Gempa Bumi,Indonesia,7.013544924105078,2024-02-10 21:00:00,4174,505097020.62843484
983,Gempa Bumi,China,6.053230381693061,2024-02-10 22:00:00,6903,276700303.532795
984,Gempa Bumi,Brazil,8.900679094190943,2024-02-10 23:00:00,631,134482423.1292718
985,Kebakaran,Japan,6.84509187755913,2024-02-11 00:00:00,6782,444949384.8800635
986,Angin Topan,China,8.223526444133974,2024-02-11 01:00:00,3642,234395065.74446818
987,Tornado,Indonesia,6.254998442149796,2024-02-11 02:00:00,6331,107793584.39060372
